Medicine Name,href,Info
Caplacizumab-yhdp ,https://www.medindia.net/doctors/drug_information/caplacizumab-yhdp.htm,Caplacizumab is prescribed for treating acquired thrombotic thrombocytopenic purpura (aTTP) .
Capreomycin ,https://www.medindia.net/doctors/drug_information/capreomycin.htm,"Capreomycin is a peptide antibiotic, prescribed for tuberculosis."
Capromab pendetide   ,https://www.medindia.net/doctors/drug_information/capromab_pendetide.htm,"Capromab pendetide is a mouse antibody, prescribed for prostate cancer."
Caprylidene ,https://www.medindia.net/doctors/drug_information/caprylidene.htm,"Caprylidene is a medical food, prescribed for Alzheimer's disease."
Capsaicin ,https://www.medindia.net/doctors/drug_information/capsaicin.htm,"Capsaicin is synthetic capsaicinoid equivalent to chili peppers, prescribed for neuropathic pain associated with postherpetic neuralgia."
Captopril ,https://www.medindia.net/doctors/drug_information/captopril.htm,"Captopril is an angiotensin-converting enzyme inhibitor (ACE inhibitor), prescribed for high blood pressure (hypertension), congestive heart failure, myocardial infarction and kidney problems caused by diabetes."
Captopril and Hydrochlorothiazide ,https://www.medindia.net/doctors/drug_information/captopril_hydrochlorothiazide.htm,"Captopril and Hydrochlorothiazide belongs to a group of drugs called ACE inhibitors, prescribed for hypertention."
Carbachol ,https://www.medindia.net/doctors/drug_information/carbachol.htm,"Carbachol is a cholinergic agent/miotic, prescribed for glaucoma, and also used during ophthalmic surgery."
Carbamazepine ,https://www.medindia.net/doctors/drug_information/carbamazepine.htm,"Carbamazepine is an anticonvulsant drug, prescribed for epilepsy and bipolar disorder, as well as trigeminal neuralgia."
Carbazochrome ,https://www.medindia.net/doctors/drug_information/carbazochrome.htm,"Carbazochrome is an antihemorrhagic agent, prescribed for bleeding disorders."
Carbenicillin ,https://www.medindia.net/doctors/drug_information/carbenicillin.htm,"Carbenicillin is a penicillin antibiotic, prescribed for certain bacterial infections."
Carbidopa-Levodopa  ,https://www.medindia.net/doctors/drug_information/carbidopalevodopa.htm,"Carbidopa-Levodopa  contains antidyskinetic drugs, prescribed for Parkinsons disease."
Carbimazole ,https://www.medindia.net/doctors/drug_information/carbimazole.htm,"Carbimazole is a pro-drug, prescribed for hyperthyroidism."
Carbinoxamine ,https://www.medindia.net/doctors/drug_information/carbinoxamine.htm,"Carbinoxamine is an antihistamine, prescribed for allergy symptoms such as runny nose, watery/itchy eyes, rash, or hives."
Carbocisteine ,https://www.medindia.net/doctors/drug_information/carbocisteine.htm,"Carbocisteine is a mucolytic agent, prescribed for reduction of sputum viscosity."
Carbonyl Iron ,https://www.medindia.net/doctors/drug_information/carbonyl_iron.htm,"Carbonyl Iron is a dietary supplement, prescribed for iron deficiencies and iron deficiency anemia."
Carboplatin ,https://www.medindia.net/doctors/drug_information/carboplatin.htm,Carboplatin is prescribed for the treatment of ovarian cancer.
Carboprost ,https://www.medindia.net/doctors/drug_information/carboprost.htm,"Carboprost is a synthetic prostaglandin analogue, prescribed for termination of pregnancy and also used for postpartum hemorrhage."
Carfilzomib ,https://www.medindia.net/doctors/drug_information/carfilzomib.htm,"Carfilzomib is an antineoplastic agent, prescribed for multiple myeloma."
Carglumic Acid ,https://www.medindia.net/doctors/drug_information/carglumic_acid.htm,"Carglumic Acid is similar to n-acetylglutamate (NAG), prescribed for hyperammonemia due to the deficiency of the liver enzyme named as N-acetylglutamate synthase (NAGS)."
Carisoprodol ,https://www.medindia.net/doctors/drug_information/carisoprodol.htm,"Carisoprodol is a muscle relaxant, for the relief of discomfort associated with acute, painful musculoskeletal conditions."
Carmustine  ,https://www.medindia.net/doctors/drug_information/carmustine.htm,"Carmustine  is an anti-cancer drug, prescribed for certain types of cancers like multiple myeloma, brain tumor, Hodgkins and non  Hodgkins lymphoma."
Carteolol  ,https://www.medindia.net/doctors/drug_information/carteolol.htm,"Carteolol  is a non-selective beta-blocker, prescribed for glaucoma."
Carvedilol ,https://www.medindia.net/doctors/drug_information/carvedilol.htm,"Carvedilol is an alpha- and beta-blocker, prescribed for heart failure and high blood pressure."
Caspofungin ,https://www.medindia.net/doctors/drug_information/caspofungin.htm,"Caspofungin is an antifungal drug, prescribed for serious fungal infections."
Cefaclor ,https://www.medindia.net/doctors/drug_information/cefaclor.htm,"Cefaclor is a cephalosporin antibiotic, prescribed for certain infection caused by bacteria such as pneumonia, ear, lung, skin, throat, and urinary tract infections."
Cefadroxil ,https://www.medindia.net/doctors/drug_information/cefadroxil.htm,"Cefadroxil is broad-spectrum antibiotic, prescribed for certain types of bacterial infections such as urinary tract infection, skin and soft- tissue, pharynx (throat) and tonsils (tonsillitis)."
Cefamandole  ,https://www.medindia.net/doctors/drug_information/cefamandole.htm,"Cefamandole  is a second-generation broad-spectrum cephalosporin antibiotic, prescribed for respiratory infections, including pneumonia, urinary tract infections, peritonitis, skin and skin structure infections, bone and joint infections."
Cefazolin ,https://www.medindia.net/doctors/drug_information/cefazolin.htm,"Cefazolin is a cephalosporin antibiotic, mainly used to treat bacterial infections in different parts of the body (the lung, bone, joint, stomach, blood, heart valve, and urinary tract)."
Cefdinir ,https://www.medindia.net/doctors/drug_information/cefdinir.htm,"Cefdinir is a cephalosporin antibiotic, prescribed for pneumonia, acute exacerbations of chronic bronchitis, ENT and skin infections."
Cefditoren ,https://www.medindia.net/doctors/drug_information/cefditoren.htm,"Cefditoren is a third-generation cephalosporin antibiotic, prescribed for certain bacterial infections."
Cefepime ,https://www.medindia.net/doctors/drug_information/cefepime.htm,"Cefepime is cephalosporin antibiotic, prescribed for certain bacterial infections."
Cefetamet ,https://www.medindia.net/doctors/drug_information/cefetamet.htm,"Cefetamet is a cephalosporin antibiotic, prescribed for susceptible infections."
Cefixime ,https://www.medindia.net/doctors/drug_information/cefixime.htm,"Cefixime is an oral cephalosporin (third generation)  antibiotic, prescribed for gonorrhea, tonsilitis and pharyngitis."
Cefoperazone Sodium Injection ,https://www.medindia.net/doctors/drug_information/cefoperazone_sodium_injection.htm,"Cefoperazone Sodium Injection is a cephalosporin antibiotic, prescribed for susceptible infections such as respiratory tract infection, infections of the skin and skin structures, urinary tract infection, pelvic inflammatory disease, endometritis, and other infections."
Cefotaxime ,https://www.medindia.net/doctors/drug_information/cefotaxime.htm,"Cefotaxime is a cephalosporin antibiotic, prescribed for certain types of bacterial infections such as lower respiratory tract infections, pelvic inflammatory disease, endometritis, skin and skin structure infections, and others."
Cefotetan  ,https://www.medindia.net/doctors/drug_information/cefotetan.htm,"Cefotetan  is a cephalosporin antibiotic, prescribed for bacterial infections."
Cefoxitin ,https://www.medindia.net/doctors/drug_information/cefoxitin.htm,"Cefoxitin is a broad-spectrum cephalosporin antibiotic, prescribed for serious infections such as respiratory tract infection, urinary tract infection, septicemia, and others."
Cefpirome ,https://www.medindia.net/doctors/drug_information/cefpirome.htm,"Cefpirome is a cephalosporin antibiotic, prescribed for susceptible infections."
Cefpodoxmine Proxetil  ,https://www.medindia.net/doctors/drug_information/cefpodoxmine_proxetil.htm,"Cefpodoxmine Proxetil  is a cephalosporin antibiotic, prescribed for certain types of bacterial infection."
Cefprozil ,https://www.medindia.net/doctors/drug_information/cefprozil.htm,"Cefprozil is a cephalosporin antibiotic, used to treat certain infections caused by bacteria, such as bronchitis and infections of the ears, throat, sinuses, and skin."
Ceftaroline Fosamil Injection  ,https://www.medindia.net/doctors/drug_information/ceftaroline_fosamil_injection.htm,"Ceftaroline Fosamil Injection  is a cephalosporin antibiotic, prescribed for bacterial infections (Eg- skin and skin structure infections, pneumonia)."
Ceftazidime ,https://www.medindia.net/doctors/drug_information/ceftazidime.htm,"Ceftazidime is a cephalosporin antibiotic, prescribed for certain types of bacterial infections."
Ceftibuten ,https://www.medindia.net/doctors/drug_information/ceftibuten.htm,"Ceftibuten is a cephalosporin antibiotic, prescribed for certain types of bacterial infections."
Ceftizoxime ,https://www.medindia.net/doctors/drug_information/ceftizoxime.htm,"Ceftizoxime is active against a wide range of gram-positive and gram-negative organisms and is used in the treatment of lower respiratory tract infections, gonorrhea,  pelvic inflammatory disease that also has appropriate antichlamydial coverage, intra abdominal infections, septicemia, skin infections, bone and joint infections, and in infections that are resistant to other cephalosporins, aminoglycosides, or penicillins."
Ceftriaxone ,https://www.medindia.net/doctors/drug_information/ceftriaxone.htm,"Ceftriaxone is a cephalosporin antibiotic, prescribed for certain bacterial infections such as gonorrhea, pelvic inflammatory disease, middle ear infection, meningitis (inflammation of the covering of the brain),  and infections of the lungs, ears, skin, urinary tract, blood, bones and joints and typhoid."
Cefuroxime axetil ,https://www.medindia.net/doctors/drug_information/cefuroxime_axetil.htm,"Cefuroxime axetil is a semi synthetic cephalosporin antibiotic, prescribed for different types of infections such as lung, ear, throat, urinary tract and skin."
Celecoxib ,https://www.medindia.net/doctors/drug_information/celecoxib.htm,"Celecoxib is a non-steroidal anti-inflammatory drug, prescribed for rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, juvenile arthritis, menstrual pain, and other pain."
Celiprolol ,https://www.medindia.net/doctors/drug_information/celiprolol.htm,"Celiprolol is a beta-blocker, prescribed for hypertension."
Cemiplimab-rwlc ,https://www.medindia.net/doctors/drug_information/cemiplimab-rwlc.htm,Cemiplimab-rwlc is prescribed to treat cutaneous squamous skin cancer with tumors that are either locally advanced or that have moved to other body parts.
Cenegermin-bkbj ,https://www.medindia.net/doctors/drug_information/cenegerminbkbj.htm,Cenegermin-bkbj eye drops are used to treat moderate or severe disease of the cornea called neurotrophic keratitis.
Cephalexin ,https://www.medindia.net/doctors/drug_information/cephalexin.htm,"Cephalexin is a first-generation cephalosporin antibiotic, prescribed for susceptible infections."
Cephaloridine ,https://www.medindia.net/doctors/drug_information/cephaloridine.htm,"Cephaloridine, administered parenterally was used for bacterial infections, like lower respiratory tract, skin and urinary tract infections (before 1970s)."
Cephradine ,https://www.medindia.net/doctors/drug_information/cephradine.htm,"Cephradine is a first generation cephalosporin antibiotic, prescribed for certain types of bacterial infections such as pneumonia, ear, urinary tract and skin infections."
Ceritinib ,https://www.medindia.net/doctors/drug_information/ceritinib.htm,"Ceritinib is used as a first-line treatment to treat non-small cell lung cancer (NSCLC), a most common type of lung cancer in adult patients whose cancer has moved to other body parts."
Cerliponase alfa ,https://www.medindia.net/doctors/drug_information/cerliponase_alfa.htm,Cerliponase alfa is recombinant human tripeptidyl peptidase-1 enzyme (TPP1) which is required for normal brain development.
Certolizumab ,https://www.medindia.net/doctors/drug_information/certolizumab.htm,"Certolizumab is a therapeutic monoclonal antibody, prescribed for Crohn's disease and rheumatoid arthritis."
Cetirizine ,https://www.medindia.net/doctors/drug_information/cetirizine.htm,"Cetirizine is an antihistamine, prescribed for allergic reactions."
Cetrimide ,https://www.medindia.net/doctors/drug_information/cetrimide.htm,Cetrimide is a skin antiseptic and disinfectant prescribed for seborrhoeic dermatitis and wound cleansing.
Cetrorelix   ,https://www.medindia.net/doctors/drug_information/cetrorelix.htm,"Cetrorelix is an injectable gonadotropin-releasing hormone antagonist (GnRH antagonist), prescribed for preventing premature ovulation during controlled ovarian stimulation."
Cetuximab ,https://www.medindia.net/doctors/drug_information/cetuximab.htm,"Cetuximab is a monoclonal antibody, prescribed for certain types of head, neck, and colorectal cancer."
Cevimeline ,https://www.medindia.net/doctors/drug_information/cevimeline.htm,"Cevimeline is a parasympathomimetic and muscarinic agonist, prescribed for dry mouth in patients with Sjogren's syndrome."
Chloral Hydrate ,https://www.medindia.net/doctors/drug_information/chloral_hydrate.htm,"Chloral Hydrate is an effective sedative and hypnotic agent, prescribed for insomnia."
Chlorambucil ,https://www.medindia.net/doctors/drug_information/chlorambucil.htm,"Chlorambucil is a cytotoxic chemotherapy drug, prescribed for chronic lymphocytic leukemia, non-Hodgkin's lymphoma, Hodgkin's disease and lymphosarcoma."
Chloramphenicol ,https://www.medindia.net/doctors/drug_information/chloramphenicol.htm,"Chloramphenicol is an antibiotic, prescribed for certain types of bacterial infection."
Chlordiazepoxide ,https://www.medindia.net/doctors/drug_information/chlordiazepoxide.htm,"Chlordiazepoxide is a sedative/hypnotic, prescribed for anxiety disorders and withdrawal symptoms due to alcoholism."
Chlordiazepoxide and Clidinium Bromide ,https://www.medindia.net/doctors/drug_information/chlordiazepoxide_clidinium_bromide.htm,"Chlordiazepoxide and Clidinium Bromide contains benzodiazepine and anticholinergic agents (antispasmodics), prescribed for ulcer and irritable bowel syndrome."
Chlorhexidine ,https://www.medindia.net/doctors/drug_information/chlorhexidine.htm,"Chlorhexidine is a chemical antiseptic, prescribed for gingivitis, cleansing skin and wound areas."
Chloroquine ,https://www.medindia.net/doctors/drug_information/chloroquine.htm,"Chloroquine is used for the treatment of Malaria, Rheumatoid Arthritis, Lupus Erythematosus & COVID-19 Infection."
Chlorothiazide ,https://www.medindia.net/doctors/drug_information/chlorothiazide.htm,"Chlorothiazide is a thiazide diuretic, prescribed for high blood pressure and fluid retention caused by various conditions."
Chlorotrianisene ,https://www.medindia.net/doctors/drug_information/chlorotrianisene.htm,"Chlorotrianisene is a synthetic estrogen, prescribed for treating the symptoms of menopause, deficiency in ovary function and prostate cancer."
Chloroxine ,https://www.medindia.net/doctors/drug_information/chloroxine.htm,"Chloroxine is an antibacterial shampoo, prescribed for dandruff, and from mild to moderate to severe scaly, flaky, itchy, red skin of the scalp."
Chloroxylenol ,https://www.medindia.net/doctors/drug_information/chloroxylenol.htm,"Chloroxylenol is an antimicrobial agent, prescribed as a antiseptic and disinfectant."
Chlorpheniramine ,https://www.medindia.net/doctors/drug_information/chlorpheniramine.htm,"Chlorpheniramine is an antihistamine, prescribed for allergic conditions such as itchy and watery eyes, sneezing, runny nose, hay fever and common cold."
Chlorpheniramine and Hydrocodone ,https://www.medindia.net/doctors/drug_information/chlorpheniramine_hydrocodone.htm,"Chlorpheniramine and Hydrocodone is a narcotic cough suppressant and an antihistamine, prescribed for runny or stuffy nose, sneezing, and cough caused by the common cold or flu."
Chlorpheniramine and Phenylpropanolamine ,https://www.medindia.net/doctors/drug_information/chlorpheniramine_phenylpropanolamine.htm,"Chlorpheniramine and Phenylpropanolamine contains antihistamine and decongestant, prescribed for nasal congestion, runny nose, sneezing, itchy nose or throat and itchy or watery eyes due to the common cold or allergic rhinitis."
Chlorpheniramine- Hydrocodone- Pseudoephedrine ,https://www.medindia.net/doctors/drug_information/chlorpheniramine_hydrocodone_pseudoephedrine.htm,"Chlorpheniramine- Hydrocodone- Pseudoephedrine contains an antihistamine, narcotic cough suppressant, and decongestant, prescribed for common cold and upper respiratory allergies."
Chlorpromazine ,https://www.medindia.net/doctors/drug_information/chlorpromazine.htm,"Chlorpromazine is an antipsychotic, tranquilizer and antiemetic drug, prescribed for mental or mood disorders (schizophrenia)."
Chlorpropamide ,https://www.medindia.net/doctors/drug_information/chlorpropamide.htm,"Chlorpropamide is a sulfonylurea antidiabetic drug, prescribed for type 2 diabetes."
Chlorthalidone ,https://www.medindia.net/doctors/drug_information/chlorthalidone.htm,"Chlorthalidone is a diuretic, prescribed for high blood pressure and fluid retention."
Chlorzoxazone ,https://www.medindia.net/doctors/drug_information/chlorzoxazone.htm,"Chlorzoxazone is a muscle relaxant, prescribed for muscle spasm and the resulting pain or discomfort."
Cholecalciferol ,https://www.medindia.net/doctors/drug_information/cholecalciferol.htm,"Cholecalciferol is another form of vitamin D, prescribed for vitamin D deficiency."
Cholera Vaccine ,https://www.medindia.net/doctors/drug_information/cholera_vaccine.htm,"Cholera Vaccine is an immunization vaccine, prescribed for cholera."
Cholestyramine Resin ,https://www.medindia.net/doctors/drug_information/cholestyramine_resin.htm,"Cholestyramine Resin is a bile acid sequestrant, prescribed for high cholesterol."
Choline ,https://www.medindia.net/doctors/drug_information/choline.htm,Choline is prescribed to pregnant women to prevent neural tube defects in offspring.
Choline Magnesium Salicylate ,https://www.medindia.net/doctors/drug_information/choline_magnesium_salicylate.htm,"Choline Magnesium Salicylate is a non-steroidal anti-inflammatory drug (NSAID), prescribed for pain and inflammation caused by conditions such as arthritis."
Choline Magnesium Trisalicylate  ,https://www.medindia.net/doctors/drug_information/choline_magnesium_trisalicylate.htm,"Choline Magnesium Trisalicylate  is a type of nonsteroidal anti-inflammatory drug (NSAID), prescribed for rheumatoid arthritis, osteoarthritis, and acute shoulder pain."
Chondroitin ,https://www.medindia.net/doctors/drug_information/chondroitin.htm,"Chondroitin sulfate serves as an important structural component of cartilage that provides mechanical resistance against compression, shear, and friction."
Choriogonadotropin Alfa ,https://www.medindia.net/doctors/drug_information/choriogonadotropin_alfa.htm,"Choriogonadotropin Alfa is used for treating anovulatory infertility due to hypothalamic pituitary desensitization, in vitro fertilization and other assisted reproductive procedures."
Chorionic Gonadotropin ,https://www.medindia.net/doctors/drug_information/chorionic_gonadotropin.htm,Chorionic Gonadotropin is prescribed for infertility problems in certain women who have not gone through menopause and for certain testicular development problems.
Chromic Phosphate p32 ,https://www.medindia.net/doctors/drug_information/chromic_phosphate_p32.htm,"Chromic Phosphate p32 is a radiopharmaceutical agent, prescribed for peritoneal or pleural effusions caused by metastatic disease, cancer."
Chromium Picolinate ,https://www.medindia.net/doctors/drug_information/chromium_picolinate.htm,Chromium Picolinate is a nutritional/herbal supplement prescribed for type 1 and type 2 diabetes mellitus and also used as an alternative medicine to lower cholesterol or improve bodys use of glucose.
Chymotrypsin Alfa ,https://www.medindia.net/doctors/drug_information/chymotrypsin_alfa.htm,"Chymotrypsin Alfa is an anti-inflammatory enzyme, prescribed for abscesses, ulcers, surgery, or traumatic injuries and enzymatic zonulysis for intracapsular lens extraction."
Ciclesonide ,https://www.medindia.net/doctors/drug_information/ciclesonide.htm,"Ciclesonide is a glucocorticoid, prescribed as a prophylactic therapy in treating asthma and in the treatment of seasonal allergic rhinitis."
Ciclopirox ,https://www.medindia.net/doctors/drug_information/ciclopirox.htm,"Ciclopirox is an antifungal, prescribed for skin infections such as athlete's foot, jock itch, ringworm, yeast infections and seborrheic dermatitis (inflammatory skin condition)."
Ciclosporin ,https://www.medindia.net/doctors/drug_information/ciclosporin.htm,"Ciclosporin is an immunosuppressant, prescribed for rejection of organ during transplantation."
Cidofovir ,https://www.medindia.net/doctors/drug_information/cidofovir.htm,"Cidofovir is an antiviral agent, prescribed for cytomegalovirus(CMV) infection in HIV/AIDS patients."
Cilnidipine ,https://www.medindia.net/doctors/drug_information/cilnidipine.htm,Cilnidipine is a calcium antagonist or calcium channel blocker prescribed to treat the high blood pressure in patients with essential hypertension.
Cilostazol  ,https://www.medindia.net/doctors/drug_information/cilostazol.htm,"Cilostazol  is a phosphodiesterase type 3 inhibitor, prescribed for intermittent claudication."
Cimetidine ,https://www.medindia.net/doctors/drug_information/cimetidine.htm,"Cimetidine is a histamine H2-receptor antagonist, prescribed for heartburn and peptic ulcers."
Cinacalcet ,https://www.medindia.net/doctors/drug_information/cinacalcet.htm,"Cinacalcet is a calcimimetic agent, prescribed for secondary hyperparathyroidism in patients with chronic kidney disease and for hypocalcaemia in patients with parathyroid cancer."
Cinchocaine ,https://www.medindia.net/doctors/drug_information/cinchocaine.htm,"Cinchocaine is a potent amino amide local anesthetic, prescribed to relieve itching and pain caused by minor burns, sunburns, cuts, scratches, insect bites, poison ivy and in ear drop solutions."
Cinitapride ,https://www.medindia.net/doctors/drug_information/cinitapride.htm,"Cinitapride is a gastroprokinetic agent, prescribed for gastrointestinal disorders."
Cinnarizine ,https://www.medindia.net/doctors/drug_information/cinnarizine.htm,"Cinnarizine is an antihistamine, prescribed for the control of nausea and vomiting due to motion sickness."
Ciprofloxacin ,https://www.medindia.net/doctors/drug_information/ciprofloxacin.htm,"Ciprofloxacin is a fluoroquinolone antibiotic, prescribed for certain types of bacterial infections such as pneumonia, urinary tract, skin, bones and joint infections."
Ciprofloxacin and Tinidazole ,https://www.medindia.net/doctors/drug_information/ciprofloxacin_tinidazole.htm,"Ciprofloxacin and Tinidazole contains antibacterial and antidiarrheal agents, prescribed for susceptible infections."
Cisapride ,https://www.medindia.net/doctors/drug_information/cisapride.htm,"Cisapride is a gastroprokinetic agent, prescribed for nighttime heartburn."
Cisatracurium Besylate ,https://www.medindia.net/doctors/drug_information/cisatracurium_besylate.htm,"Cisatracurium Besylate is a neuromuscular blocking agent, used as an adjunct to general anesthesia."
Cisplatin ,https://www.medindia.net/doctors/drug_information/cisplatin.htm,"Cisplatin is a platinum-based chemotherapy agent, prescribed for ovarian cancer, bladder cancer and metastatic testicular tumors either alone or with other medications."
Citalopram ,https://www.medindia.net/doctors/drug_information/citalopram.htm,"Citalopram is a selective serotonin reuptake inhibitor (SSRI), prescribed for depression."
Citicoline ,https://www.medindia.net/doctors/drug_information/citicoline.htm,"Citicoline is a psychostimulant/nootropic, prescribed for Parkinson's disease, cerebrovascular disorders and head injury."
Citric acid and Sodium Citrate  ,https://www.medindia.net/doctors/drug_information/citric_acid_sodium_citrate.htm,"Citric acid and Sodium Citrate  is an alkalinizing agent, prescribed for the treatment of metabolic acidosis."
Cladribine   ,https://www.medindia.net/doctors/drug_information/cladribine.htm,"Cladribine is a synthetic anti-cancer agent, prescribed for hairy cell leukemia."
Clarithromycin ,https://www.medindia.net/doctors/drug_information/clarithromycin.htm,"Clarithromycin is a macrolide antibiotic, prescribed infections of the middle ear, tonsillitis, throat infections, laryngitis, bronchitis, pneumonia, and skin infections."
Clemastine ,https://www.medindia.net/doctors/drug_information/clemastine.htm,"Clemastine is an antihistamine and anticholinergic agent, prescribed for allergic rhinitis."
Clevidipine  ,https://www.medindia.net/doctors/drug_information/clevidipine.htm,"Clevidipine  is a calcium channel blocker, prescribed for hypertension."
Clindamycin ,https://www.medindia.net/doctors/drug_information/clindamycin.htm,"Clindamycin is an antibiotic, prescribed for certain types of bacterial infections, including infections of the lungs, skin, blood, female reproductive organs and internal organs."
Clindamycin and Tretinoin ,https://www.medindia.net/doctors/drug_information/clindamycin_tretinoin.htm,"Clindamycin and Tretinoin contains antibiotic and retinoid, prescribed for acne."
Clioquinol ,https://www.medindia.net/doctors/drug_information/clioquinol.htm,"Clioquinol is an antifungal agent, prescribed for skin infections such as athlete's foot, jock itch and ringworm."
Clobazam ,https://www.medindia.net/doctors/drug_information/clobazam.htm," Clobazam is a benzodiazepine derivative, prescribed for seizure disorders."
Clobetasol Propinate ,https://www.medindia.net/doctors/drug_information/clobetasol_propinate.htm,"Clobetasol Propinate is a corticosteroid, prescribed for skin disorders including eczema, psoriasis and lichen sclerosis."
Clofarabine  ,https://www.medindia.net/doctors/drug_information/clofarabine.htm,"Clofarabine  is a form of antimetabolite chemotherapy, prescribed for leukemia in children and adolescents."
Clofazimine ,https://www.medindia.net/doctors/drug_information/clofazimine.htm,"Clofazimine is an anti-inflammatory agent, prescribed for leprosy with other drugs."
Clofibrate ,https://www.medindia.net/doctors/drug_information/clofibrate.htm,"Clofibrate is a dyslipidaemic agent, prescribed for hyperlipidaemia."
Clomethiazole ,https://www.medindia.net/doctors/drug_information/clomethiazole.htm,"Clomethiazole is a hypnotic and sedative, prescribed for treating and preventing symptoms of acute alcohol withdrawal, sleeplessness, restlessness, and agitation (excitement)."
Clomiphene ,https://www.medindia.net/doctors/drug_information/clomiphene.htm,"Clomiphene is an ovulatory stimulant, prescribed for infertility due to anovulation."
Clomipramine ,https://www.medindia.net/doctors/drug_information/clomipramine.htm,"Clomipramine is a tricyclic antidepressant (TCA), prescribed for obsessive-compulsive disorder."
Clonazepam ,https://www.medindia.net/doctors/drug_information/clonazepam.htm,"Clonazepam is an anticonvulsant, muscle relaxant, prescribed for Lennox-Gastaut syndrome, panic disorder and seizures."
Clonidine ,https://www.medindia.net/doctors/drug_information/clonidine.htm,"Clonidine is an alpha agonist, prescribed for high blood pressure."
Clopamide ,https://www.medindia.net/doctors/drug_information/clopamide.htm,"Clopamide is a piperidine diuretic, prescribed for fluid retention."
Clopidogrel ,https://www.medindia.net/doctors/drug_information/clopidogrel.htm,"Clopidogrel is an anti-platelet agent, that is, a drug that inhibits the ability of platelets to clump together as part of a blood clot."
Clorazepate ,https://www.medindia.net/doctors/drug_information/clorazepate.htm,"Clorazepate is a benzodiazepine derivative, prescribed for anxiety."
Clotrimazole ,https://www.medindia.net/doctors/drug_information/clotrimazole.htm,"Clotrimazole is an antifungal, prescribed for local fungal infections."
Clove oil ,https://www.medindia.net/doctors/drug_information/clove_oil.htm,"Clove oil has been approved by the US Food and Drug Administration (FDA) for use in dentistry as an analgesic (for relief of dental pain), for its use in dental cements, as a fragrance in aromatherapy oils, in transdermal drug delivery systems and in food as a flavoring agent."
Cloxacillin ,https://www.medindia.net/doctors/drug_information/cloxacillin.htm,"Cloxacillin is used for to the treatment of several infections that may include  endocarditis (infection of the inner layer of the heart), pneumonia (infection of the lung) and other respiratory tract infections, bone and joint infections, sepsis (blood infection), skin and soft tissue infections and urinary tract infection."
Clozapine ,https://www.medindia.net/doctors/drug_information/clozapine.htm,"Clozapine is an antipsychotic, prescribed for schizophrenia."
Cobicistat-Elvitegravir-Emtricitabine-Tenofovir ,https://www.medindia.net/doctors/drug_information/cobicistatelvitegraviremtricitabinetenofovir.htm,"Cobicistat-Elvitegravir-Emtricitabine-Tenofovir contains integrase strand transfer inhibitor, pharmacokinetic enhancer and nucleos(t)ide analog HIV-1 reverse transcriptase inhibitors, prescribed for HIV-1 infection."
Cobimetinib ,https://www.medindia.net/doctors/drug_information/cobimetinib.htm,Cobimetinib is a kinase inhibitor used in combination with another drug vemurafenib for treating patients with melanoma that cannot be operated or melanoma that spread to other parts of the body.
Codeine ,https://www.medindia.net/doctors/drug_information/codeine.htm,"Codeine is a narcotic analgesic, prescribed for pain and cough."
Codergocrine  ,https://www.medindia.net/doctors/drug_information/codergocrine.htm,"Codergocrine  is a mixture of three dehydrogenated ergot alkaloids, prescribed for dementia."
Colchicine ,https://www.medindia.net/doctors/drug_information/colchicine.htm,"Colchicine is an anti-gout agent, prescribed for gout or gouty arthritis."
Colesevelam Hcl ,https://www.medindia.net/doctors/drug_information/colesevelam_hcl.htm,"Colesevelam Hcl is a bile acid sequestrant, prescribed for familial hypercholesterolemia and type 2 diabetes with other medications."
Colestipol ,https://www.medindia.net/doctors/drug_information/colestipol.htm,"Colestipol is a lipid-lowering agent, prescribed for high cholesterol."
Colistimethate Injection  ,https://www.medindia.net/doctors/drug_information/colistimethate_injection.htm,"Colistimethate Injection  is a polymyxin antibiotic, prescribed for infections caused by bacteria."
Collagenase Clostridium Histolyticum ,https://www.medindia.net/doctors/drug_information/collagenase_clostridium_histolyticum.htm,"Collagenase Clostridium Histolyticum is a collagenase enzyme, prescribed for dupuytren contracture (condition that affects the hands and fingers)."
Conivaptan ,https://www.medindia.net/doctors/drug_information/conivaptan.htm,"Conivaptan is an arginine vasopressin receptor antagonist, prescribed for hyponatremia (low blood sodium level)."
Copanlisib ,https://www.medindia.net/doctors/drug_information/copanlisib.htm,Copanlisib injection is prescribed to treat relapsed follicular lymphoma in adult patients who have been already treated with two prior systemic therapies.
Corticotropin ,https://www.medindia.net/doctors/drug_information/corticotropin.htm,Corticotropin is used mainly to diagnose problems with adrenocortical function.
Co-trimoxazole ,https://www.medindia.net/doctors/drug_information/cotrimoxazole.htm,"Co-trimoxazole is a combination of trimethoprim and sulfamethoxazole, prescribed for certain types bacterial infections."
Cranberry  ,https://www.medindia.net/doctors/drug_information/cranberry.htm,"Cranberry  is a herbal product, prescribed for urinary tract infection."
Crizotinib ,https://www.medindia.net/doctors/drug_information/crizotinib.htm,"Crizotinib is an anaplastic lymphoma kinase (ALK) inhibitor, prescribed for non-small cell lung cancer."
Crofelemer ,https://www.medindia.net/doctors/drug_information/crofelemer.htm,Crofelemer is an anti-diarrheal indicated for the symptomatic relief of non-infectious diarrhea in adult patients with HIV/AIDS on anti-retroviral therapy.
